-0.10979791	0.044670537	-0.11443006	0.15693359	0.045433816	0.001309914	-0.033429883	0.00045973627	-0.023083875	0.036951777	0.18746248	0.0298436	-0.015588699	0.06910263	-0.112318195	-0.0285551
-0.20862588	0.47608715	0.27266338	-0.24965063	0.6591244	0.5224101	-0.69515276	-0.71352935	-0.7960426	-0.07525497	-0.048250657	0.86286044	-0.2946931	0.55131	0.080590114	-0.63077056
0.010772765	0.7706035	0.39884433	-0.6544181	-0.37259457	-0.15230565	0.2416223	0.11677793	0.28208187	-0.7205691	-0.4542595	-0.20195258	-0.73304695	0.77589524	0.6981438	0.4077327
0.15561827	-0.34873825	-0.12935032	0.056510992	0.05079831	0.026882011	0.11347679	0.13071345	0.053312913	0.23540293	-0.17096035	-0.13139655	0.3551652	-0.38115916	-0.13735785	0.11468456
1.0674404	-0.21663551	0.9812637	-0.5257952	0.12574169	-0.48655477	0.15126102	-0.19969396	0.58107793	0.089364864	-0.53146815	-0.6465051	-0.28616259	-0.20591342	0.2778318	0.2007731
0.10778927	1.0953436	0.5064464	-0.83846563	-1.0517888	-0.6834258	0.91451675	0.9773634	0.81720734	-1.1118966	-0.72939944	-0.8133672	-1.0145769	1.2182384	0.9511832	0.95471334
-0.5370461	0.3860661	-0.3332146	-0.05490197	0.23220158	0.3927111	-0.3942061	-0.20565058	-0.5534007	-0.16569436	0.09409393	0.5955238	0.0008427855	0.39402652	-0.015743079	-0.41137692
-0.11657092	0.335354	0.14801449	0.28614008	0.1055599	-0.25868964	-0.2840582	-0.23841006	-0.06542357	-0.21710183	0.3432885	0.084259115	-0.38044178	0.39105895	-0.11033273	-0.27392563
0.65510523	-0.5438807	-0.1322674	0.70336735	-0.9342597	-0.9221887	0.75400645	0.8229023	0.9590797	0.067544475	0.6342499	-0.93968284	0.032792617	-0.52945274	-0.26421013	0.792397
-0.25731978	0.0013271418	-0.36574945	0.36937794	-0.4601811	-0.33482292	0.40925565	0.5039184	0.3296254	-0.12992072	0.31029832	-0.33905748	-0.07290783	-0.0019513742	-0.098594	0.36408898
-1.1315664	0.6264907	-1.161979	0.5101928	-0.6248775	0.6522439	0.10257527	0.51330984	-0.77121866	-0.5305435	0.60921794	0.8872532	0.16901997	0.5582624	0.030364625	0.06296126
0.2703769	-0.09537204	0.3293173	0.43579227	0.22968659	-0.45056346	-0.23979071	-0.14840223	0.16530676	0.2671103	0.3901866	-0.16636734	-0.06475108	-0.10217842	-0.3774367	-0.30995187
1.2123218	-1.1251045	0.23986217	0.3761903	-0.0020502764	-0.62015015	0.5753808	0.4409704	0.86688846	1.0851183	-0.23818381	-0.9625552	0.999522	-1.1905267	-0.7733828	0.46499166
-0.19230725	-0.19013228	-0.23647931	-0.23152636	0.5008785	0.6226258	-0.48807934	-0.37708175	-0.62467664	0.3821358	-0.2729902	0.6423978	0.49659693	-0.19141814	-0.2681971	-0.46455616
0.8719582	-0.5930965	0.98352754	-0.5312634	0.9151061	0.5448669	-0.7683219	-0.87950987	-0.64750844	0.65467066	-0.47361183	0.55814534	0.4565475	-0.47719994	-0.5288102	-0.85079527
0.77184445	-0.6625494	0.6770914	0.21398263	0.6405633	-0.1274762	-0.48992723	-0.46194452	-0.062156647	0.6820243	0.08886606	-0.021026421	0.3347011	-0.6204197	-0.6215037	-0.56914973
0.6386673	-0.4441693	0.42110145	-0.10763432	0.41013864	0.04407307	-0.21207747	-0.33141577	-0.011174291	0.5149806	-0.20920655	-0.018190986	0.28864554	-0.37582928	-0.29451725	-0.20195192
0.2576896	-0.035012856	0.39366546	-0.45195988	0.50058013	0.50247085	-0.4002373	-0.49345267	-0.49644616	0.18513738	-0.44882968	0.5059142	0.18567294	9.568564e-05	-0.03283609	-0.39257762
-0.0739414	1.0393184	0.21311562	-1.2255557	-1.1700677	-0.16251998	1.008751	1.131897	0.6983085	-1.1316394	-1.293583	-0.5938178	-0.99663013	1.1934497	1.1418571	1.0513271
-0.023342434	-0.6698797	-0.47645774	-0.1890754	0.37936106	0.69104755	-0.29450667	-0.22378215	-0.58040905	0.63482463	-0.49343994	0.5308222	0.85212487	-0.81053096	-0.5809439	-0.4169634
0.12792748	-0.35276657	-0.14291403	-0.2300714	-0.037163462	0.25180188	0.1327043	0.13255368	-0.007607016	0.27299848	-0.41833392	-0.0061859065	0.49676624	-0.44982898	0.017438097	0.14672014
0.19391087	0.6739083	0.3786969	0.35326362	-0.76335	-1.0391278	0.51733524	0.43955025	0.83530766	-0.83300173	0.56824803	-0.8221225	-0.9299864	0.65637195	0.43583173	0.59531176
-0.026361171	0.4176367	0.5328206	0.8065516	0.612274	-0.64208937	-0.51468825	-0.5898073	-0.25713167	0.23414284	0.6821537	0.3279578	-0.5968583	0.5731666	-0.7828727	-0.6360893
-0.50065076	0.60427976	-0.27819374	0.060080305	-0.1354991	0.1133283	-0.079060145	0.02634963	-0.3009708	-0.44332165	0.2720119	0.38297272	-0.41378304	0.580428	0.2122167	-0.08492594
0.48615107	0.016946519	0.65976024	-0.029854676	0.29173407	-0.24824825	-0.19948927	-0.36589956	0.18052451	0.117757544	-0.011203094	-0.1506739	-0.26328486	0.04843639	-0.042553987	-0.12236906
0.39610484	-0.18993199	0.08260914	0.006031773	-0.46146455	-0.47356695	0.48992985	0.46209264	0.5427408	-0.061824005	-0.07008342	-0.5738734	0.08338568	-0.2528663	0.06423034	0.49107593
0.7400109	-0.57720935	0.6273279	-0.044735987	0.5994352	0.00012916331	-0.4102667	-0.41008452	-0.096766405	0.6163251	-0.2582669	-0.110003956	0.40681493	-0.51681405	-0.44373828	-0.41394195
-0.8637195	1.2388908	1.0941112	1.2837546	1.2173113	-1.4224379	-0.9807401	-1.0619618	-0.8831368	-0.0068848087	1.1349795	0.9508904	-1.1895413	1.1567705	-1.145788	-1.0874549
0.83662754	-0.17104064	0.83869857	-0.3758489	0.11802179	-0.36447078	0.074848086	-0.21210375	0.44801646	0.14066774	-0.35407358	-0.43037274	-0.21039097	-0.152632	0.21491611	0.16609211
0.31680802	0.058132906	0.4584775	-0.052882414	0.41620553	0.022438863	-0.31354496	-0.40824267	-0.16986059	0.07421321	-0.04954653	0.19331966	-0.1894996	0.15983164	-0.046696372	-0.37895665
